/////////////////// START ///////////////////
///// 2019/10/26 11:43:54 AM
///// recurrent/Log(Feelr#=9len50;NN-w=0,8socC=0,9cognC=0,7;#recur=10;#hid=5)
///////////////////  END  ///////////////////
/////////////////// START ///////////////////
///// 2019/10/26 11:44:03 AM
///// recurrent/Log(Feelr#=9len50;NN-w=0,8socC=0,9cognC=0,7;#recur=10;#hid=5)
30.62;809.3112
36.02;991.8362
39;2101.492
40.84;4085.419
55.72;5655.292
68.92;5807.529
75.06;5897.806
86.54;7125.16
103.18;7646.449
103.26;30086.11
152.96;34747.39
168.52;63424.78
170.96;72661.78
205.22;76640.01
228.88;76709.48
230.64;76709.48
235.5;82329.3
296.22;85869.7
324.28;85991.76
369.22;86744.91
394.92;86974.39
428.54;88804.76
430.66;88804.76
470.4;93342.2
503.96;88804.76
519.5;90969.25
548.12;92012.9
610.76;93397.77
630.68;93397.77
///////////////////  END  ///////////////////
