/////////////////// START ///////////////////
///// 2019/10/26 2:01:58 PM
///// Hidden/Log(Feelr#=9len50;NN-w=0;8socC=0;9cognC=0;7;#recur=3;#hid=10)
16.8;0
16.8;1810.82
25.98;1810.82
25.98;2206.451
28.22;2206.451
28.22;2603.115
32.52;2603.115
32.52;3541.618
47.24;3541.618
47.24;4660.364
49.08;4660.364
49.08;5701.447
49.36;5701.447
49.36;5956.507
55.88;5956.507
55.88;35860.58
71.18;35860.58
71.18;78606.17
105.3;78606.17
105.3;86765.6
169.5;86765.6
169.5;99617.83
199.62;99617.83
199.62;99338.63
216.82;99338.63
261.44;39899.85
261.44;39899.85
382.06;98967.69
382.06;98967.69
389.96;100662.4
389.96;100662.4
400.64;106093.5
400.64;106093.5
416.84;100662.4
450.74;100662.4
450.74;101893.1
466.84;101893.1
466.84;102134.4
477.56;102134.4
477.56;101893.1
555.7;101893.1
555.7;104456.4
616.86;104456.4
816.88;104456.4
848.44;104456.4
848.44;104770.3
891.2;104770.3
891.2;105131.6
942.12;105131.6
942.12;105412.7
987.18;105412.7
987.18;105503.5
1016.74;105503.5
1016.74;105656.6
1016.9;105656.6
1141.74;105656.6
1141.74;105656.6
1209.58;106535.1
1209.58;106535.1
1216.92;109845.8
1416.94;109845.8
1616.96;109845.8
1816.98;109845.8
2017;109845.8
2217.02;109845.8
2417.04;109845.8
2430.06;109845.8
2430.06;106535.1
2465.58;106535.1
2465.58;105656.6
2489.7;105656.6
2489.7;105503.5
2514;105503.5
2514;105131.6
2538.36;105131.6
2538.36;105101.3
2617.06;105101.3
2817.08;105101.3
2866.84;105101.3
2866.84;104800.8
///////////////////  END  ///////////////////
/////////////////// START ///////////////////
///// 2019/10/26 3:02:21 PM
///// Hidden/Log(Feelr#=9len50;NN-w=0,8socC=0,9cognC=0,7;#recur=3;#hid=10)
8.32;2196.599
8.32;2196.599
15.36;2231.993
15.36;2231.993
15.38;2708.302
15.38;2708.302
19.22;2857.747
19.22;2857.747
19.4;3131.986
19.4;3131.986
25.66;5196.807
25.66;5196.807
37.54;7985.622
37.54;7985.622
47.84;9122.909
47.84;9122.909
59.7;40371.38
59.7;40371.38
120.52;72413.67
120.52;72413.67
167.78;77974.79
167.78;77974.79
183.92;81282.28
183.92;81282.28
208.34;81282.28
228.58;88041.7
228.58;88041.7
235.04;89152.8
235.04;89152.8
288.16;92131.84
288.16;92131.84
330.62;95761.81
330.62;95761.81
377.88;95636.95
377.88;95636.95
396.56;97650.35
396.56;97650.35
407.5;95636.95
407.5;95636.95
408.36;95636.95
608.38;95636.95
643.74;95670.93
643.74;95670.93
743.8;95636.95
743.8;95636.95
///////////////////  END  ///////////////////
