/////////////////// START ///////////////////
///// 2019/10/26 12:44:52 PM
///// Throt&Velo&Dist/Seen-Log(Feelr#=9len50;#recur=3;#hid=5)
0;0;-0.3084209;0
2.22;1;0.7100532;4
2.62;2;0.7100532;7
2.88;3;0.7100532;9
3.12;4;-0.3689947;8
3.4;5;0.6970553;9
3.6;6;0.6718321;12
3.76;7;0.6374478;14
3.92;8;0.6172351;16
4.04;9;0.6136932;18
4.16;10;0.615581;19
4.26;11;0.6137205;21
4.36;12;0.6160063;22
4.46;13;0.6119486;23
4.56;14;0.6164473;24
4.64;15;0.6167251;25
4.74;16;0.6090153;27
4.82;17;0.6052049;27
4.9;18;0.6034182;28
4.96;19;0.6108589;29
5.04;20;0.6122897;30
5.12;21;0.6107259;31
5.18;22;0.594312;32
5.26;23;0.5915282;33
5.32;24;0.6114879;33
5.38;25;0.5863284;34
5.46;26;0.5788463;35
5.52;27;0.6133684;35
5.58;28;0.5680406;36
5.64;29;0.6216289;37
5.7;30;0.5495374;37
5.76;31;0.629383;38
5.82;32;0.5262482;39
5.86;33;0.5188026;39
5.92;34;0.6520838;39
5.98;35;0.5034418;40
6.04;36;0.6908557;41
6.1;37;0.5421845;41
6.14;38;0.5266918;42
6.2;39;0.7621253;42
6.24;40;0.7490452;42
6.3;41;0.1380051;43
6.36;42;0.6649556;43
6.4;43;0.6982205;43
6.46;44;0.1407947;44
6.5;45;0.754158;44
6.56;46;0.1424662;44
6.6;47;0.7660419;44
6.66;48;0.7721029;45
6.7;49;0.138103;45
6.76;50;0.1491286;45
6.8;51;0.7711297;46
6.84;52;0.138215;46
6.9;53;0.1560784;46
6.94;54;0.7719631;46
7;55;0.1675147;47
7.04;56;0.166874;46
7.08;57;0.7721304;47
7.14;58;0.1385834;47
7.18;59;0.1800987;47
7.22;60;0.1835553;47
7.28;61;0.7721565;47
7.32;62;0.7721469;48
7.36;63;0.2099947;48
7.42;64;0.1945275;48
7.46;65;0.7721585;48
7.5;66;0.1390534;48
7.56;67;0.7721568;48
7.6;68;0.1389334;49
7.64;69;0.186213;49
7.68;70;0.13884;49
7.74;71;0.7721568;49
7.78;72;0.7721619;49
7.82;73;0.1800197;50
7.86;74;0.168581;49
7.92;75;0.1588695;49
7.96;76;0.7721604;49
8;77;0.1381524;50
8.04;78;0.1469791;50
8.099999;79;0.1380556;50
8.139999;80;0.1416585;50
8.179999;81;0.7721636;50
8.22;82;0.1379942;50
8.26;83;0.7721606;50
8.32;84;0.1379818;51
8.36;85;0.138084;51
8.4;86;0.1380224;51
8.44;87;0.7684577;51
8.48;88;0.7685018;51
8.52;89;0.756751;52
8.58;90;0.1381895;52
8.62;91;0.7698171;52
8.66;92;0.7381375;52
8.7;93;0.6941589;53
8.74;94;0.6174418;53
8.78;95;0.5556123;54
8.82;96;0.5360982;54
8.86;97;0.5515875;54
8.9;98;0.5799423;54
8.94;99;0.6076892;55
8.98;100;0.6330433;55
9.02;101;0.651229;55
9.059999;102;0.6632549;56
9.099999;103;0.6700895;56
9.139999;104;0.6720173;56
9.179999;105;0.6713586;57
9.22;106;0.6716343;57
9.26;107;0.6694692;58
9.3;108;0.6678036;58
9.34;109;0.6667264;58
9.38;110;0.667392;59
9.42;111;0.6683466;59
9.46;112;0.6670868;59
9.48;113;0.6306397;60
9.52;114;0.6452685;60
9.559999;115;0.6680804;60
9.599999;116;0.6850428;61
9.639999;117;0.7721209;61
9.679999;118;0.7720677;62
9.7;119;0.7720578;62
9.74;120;0.7720249;62
9.78;121;0.2642799;63
9.82;122;0.2698003;63
9.84;123;0.7325674;63
9.88;124;0.771916;63
9.92;125;0.7718965;64
9.96;126;0.7721604;64
9.98;127;0.7718746;64
10.02;128;0.7572988;64
10.06;129;0.36137;65
10.1;130;0.7719482;65
10.12;131;0.502197;65
10.16;132;0.5394939;66
10.2;133;0.5768699;66
10.22;134;0.7203283;66
10.26;135;0.7115148;66
10.3;136;0.7029628;67
10.32;137;0.6329211;67
10.36;138;0.638958;67
10.4;139;0.6382689;68
10.42;140;0.6766636;68
10.46;141;0.6758594;68
10.5;142;0.6690276;69
10.52;143;0.6473397;69
10.56;144;0.649483;69
10.58;145;0.661643;69
10.62;146;0.659873;70
10.66;147;0.65601;70
10.68;148;0.6429903;70
10.72;149;0.6474793;70
10.74;150;0.653921;71
10.78;151;0.655444;71
10.8;152;0.6504507;71
10.84;153;0.6551458;71
10.88;154;0.6559621;72
10.9;155;0.657915;72
10.94;156;0.6611611;72
10.96;157;0.6576898;72
11;158;0.6567667;73
11.02;159;0.6575375;73
11.06;160;0.6595105;73
11.08;161;0.6603826;73
11.12;162;0.6581028;74
11.14;163;0.6614119;74
11.18;164;0.6626377;74
11.2;165;0.6606432;74
11.24;166;0.6670745;75
11.26;167;0.6661993;75
11.3;168;0.6647068;75
11.32;169;0.6662895;75
11.36;170;0.6722227;76
11.38;171;0.6750151;76
11.42;172;0.6883458;76
11.44;173;0.6799067;76
11.48;174;0.6707544;77
11.5;175;0.7321894;77
11.52;176;0.6610107;77
11.56;177;0.636384;77
11.58;178;0.680518;78
11.62;179;0.4432121;78
11.64;180;0.7721621;78
11.68;181;0.7721323;78
11.7;182;0.3366425;78
11.72;183;0.7498366;79
11.76;184;0.7721639;79
11.78;185;0.7721539;79
11.82;186;0.4359957;79
11.84;187;0.7721647;79
11.86;188;0.7721606;79
11.9;189;0.7432118;80
11.92;190;0.5943133;80
11.96;191;0.7721637;80
11.98;192;0.7721641;80
12;193;0.5197794;81
12.04;194;0.6444759;81
12.06;195;0.7342473;81
12.08;196;0.6959655;81
12.12;197;0.7721649;81
12.14;198;0.6693394;82
12.18;199;0.7721649;82
12.2;200;0.6844919;82
12.22;201;0.7457213;82
12.26;202;0.7440173;83
12.28;203;0.7448682;83
12.3;204;0.7484131;83
12.34;205;0.7721643;83
12.36;206;0.7721637;83
12.38;207;0.7721624;84
12.42;208;0.7721561;84
12.44;209;0.7721493;84
12.46;210;0.7721415;84
12.5;211;0.7721175;85
12.52;212;0.7721053;85
12.54;213;0.7720956;85
12.58;214;0.7720928;85
12.6;215;0.7720999;85
12.62;216;0.7721102;86
12.64;217;0.7721245;86
12.68;218;0.7721478;86
12.7;219;0.7721557;86
12.72;220;0.7721598;86
12.76;221;0.7721639;87
12.78;222;0.7721645;87
12.8;223;0.7721649;87
12.82;224;0.7721649;87
12.86;225;0.7721651;87
12.88;226;0.7721651;88
12.9;227;0.7721651;88
12.94;228;0.7721651;88
12.96;229;0.7721651;88
12.98;230;0.7721651;88
13;231;0.7721651;88
13.04;232;0.7721651;89
13.06;233;0.7721649;89
13.08;234;0.7721649;89
13.1;235;0.7721649;89
13.14;236;0.7721649;89
13.16;237;0.7721649;89
13.18;238;0.7721649;89
13.2;239;0.2528669;90
13.24;240;0.2297545;90
13.26;241;0.5798489;90
13.28;242;0.2514738;90
13.3;243;0.5525106;90
13.34;244;0.5973473;90
13.36;245;0.3704207;90
13.38;246;0.6866753;90
13.4;247;0.4910294;90
13.42;248;0.7478744;90
13.46;249;0.7721649;90
13.48;250;0.7721649;90
13.5;251;0.7721649;90
13.52;252;0.7721649;90
13.56;253;0.7721643;90
13.58;254;0.7721637;90
13.6;255;0.7721623;90
13.62;256;0.7721589;91
13.66;257;0.7721458;91
13.68;258;0.7721327;91
13.7;259;0.7721158;91
13.72;260;0.7720962;91
13.74;261;0.7720735;91
13.78;262;0.7719904;92
13.8;263;0.7719333;92
13.82;264;0.7719148;92
13.84;265;0.7719144;92
13.88;266;0.7719756;92
13.9;267;0.7719972;92
13.92;268;0.7720001;92
13.94;269;0.7720595;92
13.96;270;0.77209;93
14;271;0.7721349;93
14.02;272;0.772146;93
14.04;273;0.7721518;93
14.06;274;0.7721562;93
14.08;275;0.7721598;93
14.12;276;0.7721632;93
14.14;277;0.7721641;94
14.16;278;0.7721645;94
14.18;279;0.7721647;94
14.2;280;0.7721649;94
14.22;281;0.7721649;94
14.26;282;0.7721651;94
14.28;283;0.7721651;94
14.3;284;0.7721651;94
14.32;285;0.7721651;94
14.34;286;0.7721651;94
14.38;287;0.7721647;95
14.4;288;0.7721623;95
14.42;289;0.7721478;95
14.44;290;0.7721409;95
14.46;291;0.7721252;95
14.48;292;0.5784569;95
14.52;293;0.2664308;95
14.54;294;0.1850224;95
14.56;295;0.1578328;95
14.58;296;0.1457203;95
14.6;297;0.1413185;95
14.62;298;0.1396006;95
14.66;299;0.1386201;94
14.68;300;0.1385086;94
14.7;301;0.1384924;94
14.72;302;0.1385644;94
14.74;303;0.1387456;94
14.78;304;0.1401907;93
14.8;305;0.1432591;93
14.82;306;0.1524516;93
14.84;307;0.1803168;93
14.86;308;0.2611393;93
14.9;309;0.5808236;93
14.92;310;0.6823922;93
14.94;311;0.7467605;93
14.96;312;0.7680476;93
14.98;313;0.7717092;93
15.02;314;0.7721527;93
15.04;315;0.7721547;93
15.06;316;0.7721562;93
15.08;317;0.7721575;93
15.1;318;0.7721585;93
15.14;319;0.7721595;94
15.16;320;0.7721596;94
15.18;321;0.7721598;94
