/////////////////// START ///////////////////
///// 2019/10/26 12:45:48 PM
///// Throt&Velo&Dist/Seen-Log(Feelr#=9len50;#recur=0;#hid=5)
0;0;0.1379202;0
2.22;1;0.6609299;4
2.62;2;0.6609299;7
2.88;3;0.6609299;9
3.1;4;0.5359131;11
3.26;5;0.5370555;13
3.42;6;0.5482193;15
3.56;7;0.5573219;16
3.68;8;0.545438;18
3.8;9;0.541326;19
3.92;10;0.5463994;21
4.02;11;0.57757;22
4.12;12;0.545827;23
4.22;13;0.5970455;24
4.3;14;0.5931706;25
4.38;15;0.5880541;26
4.48;16;0.5442379;27
4.56;17;0.5438557;28
4.64;18;0.5421623;28
4.7;19;0.5959118;29
4.78;20;0.5945774;30
4.86;21;0.593725;31
4.92;22;0.5422083;31
5;23;0.5430803;32
5.06;24;0.5934299;33
5.14;25;0.5988265;33
5.2;26;0.5411016;34
5.26;27;0.593811;35
5.32;28;0.5422251;35
5.38;29;0.5928927;36
5.44;30;0.5422997;36
5.5;31;0.5928189;37
5.56;32;0.5424255;38
5.62;33;0.595433;38
5.68;34;0.5418219;39
5.74;35;0.5933374;39
5.8;36;0.5424002;40
5.86;37;0.5897933;40
5.9;38;0.5882077;41
5.96;39;0.5436106;41
6.02;40;0.5911738;42
6.06;41;0.5902445;42
6.12;42;0.5431235;43
6.16;43;0.5435373;43
6.22;44;0.5871484;44
6.28;45;0.5439287;44
6.32;46;0.5446682;44
6.36;47;0.5452838;45
6.42;48;0.5794814;45
6.46;49;0.5772443;46
6.52;50;0.5473017;46
6.56;51;0.5475345;47
6.62;52;0.5712526;47
6.66;53;0.5693121;47
6.7;54;0.5686938;48
6.76;55;0.5505564;48
6.8;56;0.5507789;49
6.84;57;0.5518556;49
6.88;58;0.5530338;49
6.94;59;0.5566736;50
6.98;60;0.5553024;50
7.02;61;0.5548869;50
7.06;62;0.5537827;51
7.1;63;0.5529429;51
7.16;64;0.5524196;51
7.2;65;0.5522462;52
7.24;66;0.551617;52
7.28;67;0.5517255;52
7.32;68;0.5515456;53
7.36;69;0.5508658;53
7.4;70;0.5508964;53
7.44;71;0.5514298;54
7.48;72;0.5513192;54
7.52;73;0.5512426;54
7.56;74;0.5518013;54
7.6;75;0.5527675;55
7.66;76;0.5525723;55
7.7;77;0.5537401;55
7.74;78;0.5543133;56
7.76;79;0.5548467;56
7.8;80;0.555762;56
7.84;81;0.557487;56
7.88;82;0.557779;57
7.92;83;0.558928;57
7.96;84;0.5607116;57
8;85;0.5613642;58
8.04;86;0.5627172;58
8.08;87;0.5647349;58
8.12;88;0.5658647;58
8.16;89;0.5676342;59
8.2;90;0.570457;59
8.24;91;0.5735301;59
8.26;92;0.5647753;59
8.3;93;0.5620636;60
8.34;94;0.5553614;60
8.38;95;0.5452911;60
8.42;96;0.5382019;61
8.46;97;0.5377103;61
8.48;98;0.5930752;61
8.52;99;0.5691274;61
8.559999;100;0.5538148;62
8.599999;101;0.5475441;62
8.639999;102;0.5595303;62
8.66;103;0.5633741;62
8.7;104;0.5761391;62
8.74;105;0.572696;63
8.78;106;0.5503739;63
8.82;107;0.540399;63
8.84;108;0.6519738;63
8.88;109;0.6440592;64
8.92;110;0.6227391;64
8.96;111;0.5892591;64
8.98;112;0.5392001;64
9.02;113;0.5436957;65
9.059999;114;0.5485796;65
9.08;115;0.559218;65
9.12;116;0.567059;65
9.16;117;0.579636;65
9.2;118;0.6004903;66
9.22;119;0.5612824;66
9.26;120;0.5453706;66
9.3;121;0.5405712;66
9.32;122;0.6541138;66
9.36;123;0.6534486;67
9.4;124;0.6514261;67
9.42;125;0.53833;67
9.46;126;0.5375147;67
9.5;127;0.53706;67
9.52;128;0.623538;68
9.559999;129;0.6134326;68
9.58;130;0.5384609;68
9.62;131;0.5396412;68
9.66;132;0.5406044;68
9.679999;133;0.628867;68
9.719999;134;0.6523736;69
9.76;135;0.6609299;69
9.78;136;0.6609299;69
9.82;137;0.6288015;69
9.84;138;0.536051;69
9.88;139;0.5411583;70
9.92;140;0.5384144;70
9.94;141;0.6590487;70
9.98;142;0.6583257;70
10;143;0.5382113;70
10.04;144;0.5372469;70
10.08;145;0.5366095;71
10.1;146;0.6314545;71
10.14;147;0.6125685;71
10.16;148;0.5379077;71
10.2;149;0.5394964;71
10.22;150;0.6120615;71
10.26;151;0.6244798;72
10.28;152;0.5387971;72
10.32;153;0.5379325;72
10.36;154;0.5376098;72
10.38;155;0.6368562;72
10.42;156;0.6308167;72
10.44;157;0.5373108;73
10.48;158;0.5377424;73
10.5;159;0.6118771;73
10.54;160;0.6080216;73
10.56;161;0.5393362;73
10.6;162;0.5399581;73
10.62;163;0.6190804;74
10.66;164;0.6274738;74
10.68;165;0.5384246;74
10.72;166;0.5379291;74
10.74;167;0.6360261;74
10.78;168;0.6340005;74
10.8;169;0.5375415;74
10.84;170;0.53751;75
10.86;171;0.6227897;75
10.9;172;0.6157494;75
10.92;173;0.5383954;75
10.96;174;0.5388232;75
10.98;175;0.6142434;75
11.02;176;0.6226021;75
11.04;177;0.53873;76
11.08;178;0.5381716;76
11.1;179;0.6373672;76
11.14;180;0.6397694;76
11.16;181;0.5376286;76
11.18;182;0.6400798;76
11.22;183;0.6339391;76
11.24;184;0.5370955;77
11.28;185;0.5378586;77
11.3;186;0.6202418;77
11.34;187;0.6281519;77
11.36;188;0.5384786;77
11.4;189;0.6609299;77
11.42;190;0.5369834;77
11.44;191;0.6609299;77
11.48;192;0.5354219;78
11.5;193;0.5527966;78
11.54;194;0.5354196;78
11.56;195;0.6609299;78
11.6;196;0.5353601;78
11.62;197;0.6609299;78
11.64;198;0.5353577;78
11.68;199;0.6609299;78
11.7;200;0.5353574;78
11.74;201;0.5353807;79
11.76;202;0.6609299;79
11.78;203;0.6609299;79
11.82;204;0.6609299;79
11.84;205;0.6609297;79
11.88;206;0.6609297;79
11.9;207;0.5353574;79
11.94;208;0.5353574;79
11.96;209;0.6609299;79
11.98;210;0.6609297;80
12.02;211;0.6609296;80
12.04;212;0.6609297;80
12.08;213;0.6609297;80
12.1;214;0.6609297;80
12.12;215;0.6609297;80
12.16;216;0.5353574;80
12.18;217;0.6609299;80
12.2;218;0.6609299;80
